Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Honda,1,143,4,1,1,2,0,0,38,29,2202,21190
Honda,1,143,4,1,1,2,0,0,38,29,2202,24140
Honda,1,143,4,0,1,2,0,0,36,28,2202,18290
Honda,1,143,4,0,1,4,0,2,36,28,2202,18490
Honda,0,205,4,0,1,2,0,0,31,22,2202,24590
Honda,natural gas,110,4,1,1,4,0,2,38,27,2202,29390
Honda,1,143,4,1,1,2,0,0,38,29,2202,22640
Honda,0,205,4,0,1,4,0,2,31,22,2202,23090
Honda,1,143,4,1,1,2,0,0,39,30,2202,19090
Honda,1,174,4,1,1,2,0,0,41,31,2202,26125
Honda,1,174,4,1,1,2,0,0,41,31,2202,23425
Honda,1,174,4,1,1,4,1,2,42,31,2202,26500
Honda,1,174,4,1,1,2,0,0,41,31,2202,22300
Honda,1,158,4,0,1,4,1,2,40,27,2202,18640
Honda,1,158,4,1,1,4,1,2,41,31,2202,22040
Honda,1,174,4,1,1,4,1,2,42,31,2202,22200
Honda,1,158,4,1,1,4,1,2,41,31,2202,21040
Honda,1,158,4,1,1,2,0,0,41,30,2202,20850
Honda,1,174,4,1,1,4,1,2,42,31,2202,24700
Honda,1,158,4,0,1,2,0,0,38,26,2202,19050
Honda,1,158,4,1,1,4,1,2,41,31,2202,19440
Honda,1,174,4,1,1,4,1,2,42,31,2202,23700
Honda,1,174,4,1,1,4,1,2,42,31,2202,23200
Honda,1,158,4,1,1,4,1,2,41,31,2202,20440
Honda,1,174,4,1,1,4,1,2,42,31,2202,24700
Honda,1,158,4,1,1,2,0,0,41,30,2202,19850
Honda,1,174,4,0,1,4,0,4,39,30,2202,19700
Honda,0,180,4,0,1,4,0,4,39,30,2202,21300
Honda,1,174,4,1,1,4,0,4,40,31,2202,25300
Honda,1,174,4,1,1,4,0,4,40,31,2202,22800
Honda,1,174,4,1,1,4,0,4,40,31,2202,20500
Honda,0,180,4,1,1,4,0,4,36,30,2202,22100
Honda,1,174,4,1,1,4,1,2,42,32,2202,26600
Honda,1,174,4,1,1,2,0,0,40,31,2202,26225
Honda,1,174,4,1,1,4,1,2,42,32,2202,22300
Honda,1,174,4,1,1,2,0,0,40,31,2202,23525
Honda,1,174,4,1,1,4,1,2,42,32,2202,23800
Honda,1,174,4,0,1,4,1,2,42,31,2202,21500
Honda,1,158,4,1,1,4,1,2,40,31,2202,20540
Honda,1,158,4,0,1,4,1,2,40,28,2202,18740
Honda,1,158,4,1,1,2,0,0,39,30,2202,20950
Honda,1,174,4,1,1,2,0,0,40,31,2202,22400
Honda,1,174,4,1,1,4,1,2,42,32,2202,23300
Honda,1,174,4,1,1,4,1,2,42,32,2202,24800
Honda,1,158,4,1,1,4,1,2,40,31,2202,19540
Honda,1,158,4,1,1,4,1,2,40,31,2202,21140
Honda,1,158,4,0,1,2,0,0,39,28,2202,19150
Honda,1,158,4,1,1,4,1,2,40,31,2202,22140
Honda,1,158,4,1,1,2,0,0,39,30,2202,19950
Honda,1,174,4,1,1,4,1,2,42,32,2202,24800
Honda,1,174,4,0,1,2,0,0,41,30,2202,21600
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2949
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2992
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2529
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2580
Chevrolet,1,230,8,0,0,2,2,7,19,14,1385,2668
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2583
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2637
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2517
Chevrolet,1,230,8,0,3,2,2,7,17,11,1385,3046
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2265
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,3046
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2896
Chevrolet,1,230,8,0,0,2,2,7,19,14,1385,2891
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2713
Chevrolet,1,230,8,0,3,2,2,7,17,11,1385,3120
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2653
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2541
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2486
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2268
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2207
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2925
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2242
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2554
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,3088
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2749
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,3220
Chevrolet,1,200,6,0,3,2,2,7,18,14,1385,2996
Chevrolet,1,200,6,0,0,2,2,7,20,15,1385,2366
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3265
Chevrolet,1,230,8,0,3,2,2,7,17,12,1385,3676
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3427
Chevrolet,1,230,8,0,3,2,2,7,17,12,1385,3470
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2898
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,2920
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2580
Chevrolet,1,230,8,0,0,2,2,7,18,13,1385,3357
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2996
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,2883
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,3094
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2885
Chevrolet,1,230,8,0,3,2,2,7,17,12,1385,3419
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2668
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,2789
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3321
Chevrolet,1,230,8,0,0,2,2,7,18,13,1385,3342
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3025
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2653
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2740
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2639
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3067
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2817
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3350
Chevrolet,1,200,6,0,3,2,2,7,19,14,1385,3282
Chevrolet,1,200,6,0,0,2,2,7,21,16,1385,2430
Chevrolet,1,230,8,1,0,3,2,7,17,13,1385,3696
Chevrolet,1,230,8,1,3,3,2,7,17,13,1385,4098
Chevrolet,1,230,8,0,0,2,2,7,17,13,1385,2949
Chevrolet,1,230,8,0,0,2,2,7,17,13,1385,3345
Chevrolet,1,230,8,0,0,2,2,7,17,13,1385,3034
Chevrolet,1,230,8,0,0,2,2,7,17,13,1385,2697
Chevrolet,1,255,8,0,0,2,2,7,18,12,1385,3360
Chevrolet,1,255,8,0,0,2,2,7,18,12,1385,3068
Chevrolet,1,255,8,0,0,2,2,7,18,12,1385,3090
Chevrolet,1,255,8,0,0,2,2,7,18,12,1385,2847
4,0,621,12,1,0,2,2,0,18,12,617,211000
4,0,510,12,1,0,2,2,0,18,12,617,158700
4,0,429,8,1,2,2,2,0,24,15,617,114100
4,0,536,8,1,0,2,2,0,22,15,617,151500
4,0,621,12,1,0,2,2,0,18,12,617,213200
4,0,536,8,1,0,2,2,0,22,15,617,153000
4,0,429,8,1,2,2,2,0,24,15,617,115300
4,0,510,12,1,0,2,2,0,18,12,617,160300
4,0,621,12,1,0,2,2,0,18,12,617,215500
4,0,429,8,1,2,2,2,0,24,15,617,116600
4,0,510,12,1,0,2,2,0,18,12,617,162000
4,0,536,8,1,0,2,2,0,22,15,617,154600
4,0,208,4,1,1,4,1,2,38,26,617,31500
4,0,208,4,1,2,4,1,2,32,24,617,33500
4,0,355,4,1,2,4,1,2,31,23,617,48500
4,0,208,4,1,1,4,1,2,38,26,617,32050
4,0,375,4,1,2,4,1,2,31,23,617,49500
4,0,208,4,1,2,4,1,2,33,24,617,34050
4,0,208,4,1,1,4,1,2,38,26,617,32400
4,0,208,4,1,2,4,1,2,32,23,617,34400
4,0,375,4,1,2,4,1,2,30,23,617,49950
Acura,0,225,6,1,1,2,1,0,27,17,204,29980
Acura,0,225,6,1,1,2,1,0,27,17,204,27980
Acura,0,225,6,1,1,2,1,0,27,17,204,28030
Acura,0,225,6,1,1,2,1,0,27,17,204,30030
Acura,0,260,6,0,1,2,1,0,26,17,204,32700
Acura,0,260,6,1,1,2,1,0,27,17,204,30550
Acura,0,225,6,1,1,2,1,0,27,17,204,30350
Acura,0,225,6,1,1,2,1,0,27,17,204,28200
Acura,0,260,6,0,1,2,1,0,26,17,204,30550
Chevrolet,1,140,4,1,1,4,1,2,31,22,1385,19505
Chevrolet,1,140,4,1,1,4,1,2,31,22,1385,19690
4,0,268,6,1,0,2,0,1,25,17,617,54200
4,0,475,8,1,0,2,0,1,18,12,617,89200
4,0,268,6,1,0,2,0,0,25,17,617,46200
4,0,382,8,1,0,2,0,1,22,15,617,62900
4,0,382,8,1,0,2,0,0,22,15,617,54900
4,0,268,6,1,0,2,0,0,25,17,617,46450
4,0,382,8,1,0,2,0,0,22,15,617,55150
4,0,500,8,1,0,2,0,0,19,12,617,135000
4,0,382,8,1,0,2,0,1,21,15,617,63200
4,0,475,8,1,0,2,0,1,18,12,617,89500
4,0,268,6,1,0,2,0,1,25,17,617,54500
4,0,268,6,1,0,2,1,1,25,17,617,56100
4,0,382,8,1,0,2,1,1,21,15,617,64800
4,0,382,8,1,0,2,1,0,22,15,617,56800
4,0,268,6,1,0,2,1,0,25,17,617,48100
4,0,402,8,1,0,4,1,2,26,17,617,73200
4,0,577,8,1,2,4,1,2,22,16,617,106550
4,0,329,6,1,0,4,1,2,30,20,617,65990
4,0,329,6,1,2,4,1,2,28,20,617,68490
4,0,402,8,1,2,4,1,2,24,17,617,75700
4,0,329,6,1,0,4,1,2,30,20,617,66900
4,0,329,6,1,2,4,1,2,26,19,617,69400
4,0,577,8,1,2,4,1,2,22,16,617,107800
4,0,402,8,1,2,4,1,2,25,17,617,76600
4,0,402,8,1,0,4,1,2,26,17,617,74100
4,0,402,8,1,0,4,1,2,26,18,617,74850
4,0,402,8,1,2,4,1,2,25,17,617,77350
4,0,577,8,1,2,4,1,2,22,16,617,108900
Chevrolet,1,148,4,0,1,2,0,0,33,24,1385,14410
Chevrolet,1,148,4,0,1,4,0,2,33,24,1385,15120
Chevrolet,0,260,4,0,1,2,0,0,30,22,1385,22335
Chevrolet,1,148,4,0,1,4,0,2,33,24,1385,14410
Chevrolet,1,173,4,0,1,4,0,2,32,22,1385,19695
Chevrolet,1,148,4,0,1,2,0,0,33,24,1385,15120
Chevrolet,1,173,4,0,1,2,0,0,32,22,1385,19695
Chevrolet,1,155,4,0,1,2,0,0,35,25,1385,16460
Chevrolet,1,155,4,0,1,4,0,2,35,25,1385,15660
Chevrolet,0,260,4,0,1,2,0,0,30,22,1385,23425
Chevrolet,1,155,4,0,1,2,0,0,35,25,1385,15660
Chevrolet,0,260,4,0,1,4,0,2,30,22,1385,23425
Chevrolet,1,155,4,0,1,4,0,2,37,25,1385,14990
Chevrolet,1,155,4,0,1,2,0,0,37,25,1385,14990
Chevrolet,1,155,4,0,1,4,0,2,35,25,1385,16460
Chevrolet,1,155,4,0,1,4,0,2,37,25,1385,15670
Chevrolet,0,260,4,0,1,2,0,0,30,22,1385,24535
Chevrolet,1,155,4,0,1,2,0,0,37,25,1385,14990
Chevrolet,1,155,4,0,1,4,0,2,37,25,1385,16470
Chevrolet,1,155,4,0,1,4,0,2,37,25,1385,14990
Chevrolet,1,155,4,0,1,2,0,0,37,25,1385,16470
Chevrolet,1,155,4,0,1,2,0,0,37,25,1385,15670
Chevrolet,1,300,8,1,0,4,0,7,20,14,1385,28340
Chevrolet,1,242,5,1,3,4,0,7,23,17,1385,29480
Chevrolet,1,185,4,0,3,4,0,7,24,18,1385,23030
Chevrolet,1,185,4,0,3,2,0,7,24,18,1385,20980
Chevrolet,1,242,5,1,3,4,0,7,21,16,1385,30320
Chevrolet,1,242,5,1,0,4,0,7,23,17,1385,26160
Chevrolet,1,242,5,1,0,4,0,7,23,17,1385,27490
Chevrolet,1,185,4,1,0,4,0,7,25,18,1385,22955
Chevrolet,1,185,4,0,0,4,0,7,25,18,1385,19730
Chevrolet,1,185,4,1,3,2,0,7,23,17,1385,24440
Chevrolet,1,185,4,0,0,2,0,7,25,18,1385,17475
Chevrolet,1,185,4,1,0,4,0,7,25,18,1385,24285
Chevrolet,1,185,4,1,3,4,0,7,23,17,1385,26620
Chevrolet,1,185,4,1,0,2,0,7,25,18,1385,20370
Chevrolet,1,300,8,1,0,4,0,7,20,14,1385,27010
Chevrolet,1,242,5,1,3,4,0,7,21,16,1385,28460
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,29220
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,29550
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,25850
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,28630
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,27110
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,24330
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,26885
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,30005
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,34415
Chevrolet,1,200,4,0,0,4,0,7,26,19,1385,21775
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,32085
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,30785
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,32385
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,34115
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,25170
Chevrolet,1,200,4,0,0,4,0,7,26,19,1385,20120
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,27630
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,29705
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,31555
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,30665
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,32895
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,35000
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,30365
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,28515
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,33195
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,30030
Chevrolet,1,200,4,0,0,4,0,7,26,19,1385,20100
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,32440
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,31670
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,26510
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,30435
Chevrolet,1,200,4,1,3,4,0,7,25,19,1385,27545
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,24990
Chevrolet,1,305,6,1,3,4,0,7,24,17,1385,35300
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,27920
Chevrolet,1,200,4,0,0,4,0,7,26,19,1385,22435
Chevrolet,1,200,4,1,0,4,0,7,27,20,1385,25980
Chevrolet,1,305,6,1,0,4,0,7,26,18,1385,29440
Dodge,1,92,4,0,1,2,0,5,33,27,1851,2000
Dodge,1,92,4,0,1,2,0,5,32,25,1851,2000
Dodge,1,92,4,0,1,2,0,0,36,28,1851,2000
Dodge,1,113,4,0,1,4,0,2,31,23,1851,2000
Dodge,1,92,4,0,1,2,0,0,36,28,1851,2000
Dodge,1,92,4,0,1,4,0,2,36,28,1851,2000
Dodge,1,113,4,0,1,4,0,2,30,23,1851,2000
Dodge,1,92,4,0,1,2,0,0,35,28,1851,2000
Dodge,1,113,4,0,1,4,0,2,30,23,1851,2000
Dodge,1,92,4,0,1,2,0,0,35,28,1851,2000
Plymouth,1,113,4,0,1,4,0,3,26,21,535,2000
Plymouth,1,92,4,0,1,2,0,5,32,25,535,2000
Plymouth,1,92,4,0,1,2,0,5,33,27,535,2000
Plymouth,1,113,4,0,1,4,0,3,26,21,535,2000
Plymouth,1,113,4,0,2,4,0,3,24,19,535,2000
Plymouth,1,92,4,0,1,2,0,0,36,28,535,2000
Plymouth,1,92,4,0,1,2,0,0,36,28,535,2000
Plymouth,1,113,4,0,2,4,0,3,24,19,535,2000
Plymouth,1,113,4,0,1,4,0,2,31,23,535,2000
Plymouth,1,92,4,0,1,4,0,2,36,28,535,2000
Plymouth,1,136,4,0,1,4,0,3,26,19,535,2000
Plymouth,1,113,4,0,1,4,0,3,26,21,535,2000
Plymouth,1,113,4,0,1,4,0,3,27,21,535,2000
Plymouth,1,136,4,0,1,4,0,3,25,19,535,2000
Plymouth,1,136,4,0,2,4,0,3,22,18,535,2000
Plymouth,1,92,4,0,1,2,0,0,35,28,535,2000
Plymouth,1,92,4,0,1,2,0,0,35,28,535,2000
Plymouth,1,113,4,0,1,4,0,2,30,23,535,2000
Plymouth,1,113,4,0,1,4,0,2,30,23,535,2000
5,1,234,6,1,3,4,2,2,24,16,1013,25520
5,1,200,6,1,3,4,2,2,26,18,1013,22790
5,1,250,6,1,3,4,2,2,24,16,1013,28415
5,1,200,6,1,1,4,2,2,27,19,1013,23180
5,1,234,6,1,1,4,2,2,25,17,1013,25910
5,1,250,6,1,1,4,2,2,25,17,1013,28805
5,1,200,6,1,1,4,2,2,27,19,1013,23480
5,1,234,6,1,1,4,2,2,25,17,1013,26210
5,1,250,6,1,1,4,2,2,25,17,1013,29105
Bentley,0,600,12,1,2,4,2,2,17,10,520,206600
Bentley,2 (0 required/E85),600,12,1,2,4,2,2,17,10,520,209600
Bentley,2 (0 required/E85),600,12,1,2,4,2,2,17,10,520,209600
Bentley,2 (0 required/E85),552,12,1,2,4,2,2,18,11,520,181200
Bentley,2 (0 required/E85),552,12,1,2,4,2,2,19,11,520,184200
Bentley,2 (0 required/E85),552,12,1,2,4,2,2,19,11,520,184200
Bentley,2 (0 required/E85),626,12,1,2,2,1,1,20,12,520,238700
Bentley,0,600,12,1,2,2,1,0,17,10,520,207700
Bentley,2 (0 required/E85),616,12,1,2,2,1,0,20,13,520,217000
Bentley,0,572,8,1,2,2,1,0,23,13,520,337000
Bentley,0,500,8,1,2,2,1,0,24,15,520,177500
Bentley,0,521,8,1,2,2,1,0,24,15,520,196500
Bentley,2 (0 required/E85),567,12,1,2,2,1,0,21,12,520,198600
Bentley,2 (0 required/E85),626,12,1,2,2,1,1,20,12,520,250100
Bentley,2 (0 required/E85),626,12,1,2,2,1,0,21,12,520,227600
Bentley,2 (0 required/E85),567,12,1,2,2,1,0,21,12,520,203500
Bentley,0,521,8,1,2,2,1,1,24,14,520,219400
Bentley,0,500,8,1,2,2,1,1,24,14,520,206300
Bentley,0,500,8,1,2,2,1,0,25,15,520,187900
Bentley,2 (0 required/E85),567,12,1,2,2,1,1,20,12,520,223600
Bentley,0,521,8,1,2,2,1,0,25,15,520,199700
Bentley,0,521,8,1,2,2,1,1,24,14,520,231800
Bentley,0,500,8,1,2,2,1,0,25,15,520,198500
Bentley,0,500,8,1,2,2,1,1,24,14,520,218400
Bentley,0,626,12,1,2,2,1,0,21,12,520,239400
Bentley,0,582,12,1,2,2,1,1,20,12,520,236100
Bentley,0,582,12,1,2,2,1,0,21,12,520,214600
Bentley,0,521,8,1,2,2,1,0,25,15,520,210700
Bentley,0,626,12,1,2,2,1,1,20,12,520,263400
Bentley,0,600,12,1,2,2,1,1,17,10,520,231400
Bentley,2 (0 required/E85),600,12,1,2,2,1,1,17,10,520,236100
Bentley,2 (0 required/E85),567,12,1,2,2,1,1,19,11,520,212800
Bentley,2 (0 required/E85),567,12,1,2,2,1,1,19,11,520,212800
Bentley,0,500,8,1,2,2,1,1,24,14,520,191400
Bentley,0,500,8,1,2,2,1,1,24,14,520,195200
Bentley,2 (0 required/E85),567,12,1,2,2,1,1,20,12,520,218500
Bentley,0,521,8,1,2,2,1,1,24,14,520,216200
Bentley,2 (0 required/E85),621,12,1,2,2,1,1,19,12,520,280400
Bentley,2 (0 required/E85),621,12,1,2,2,1,1,19,12,520,280400
Bentley,2 (0 required/E85),621,12,1,2,2,1,0,19,12,520,267000
Bentley,2 (0 required/E85),621,12,1,2,2,1,0,19,12,520,267000
Bentley,2 (0 required/E85),621,12,1,2,2,1,0,19,12,520,267000
Bentley,0,420,8,1,0,2,2,0,15,10,520,299900
Bentley,0,400,8,1,0,2,2,0,15,10,520,279900
Bentley,0,420,8,1,0,2,2,0,15,10,520,309900
Bentley,0,420,8,1,0,2,2,0,15,10,520,319900
Bentley,0,420,8,1,0,2,2,0,15,10,520,328990
Bentley,0,420,8,1,0,2,2,0,15,10,520,318990
Lincoln,1,275,8,1,1,4,2,2,23,15,61,39660
Lincoln,0,275,8,1,1,4,2,2,23,15,61,39895
Lincoln,0,275,8,1,1,4,2,2,23,15,61,38185
Lincoln,0,275,8,1,1,4,2,2,23,15,61,38790
Lincoln,0,275,8,1,1,4,2,2,23,15,61,39775
Lincoln,1,305,6,1,1,4,2,2,26,17,61,44560
Lincoln,1,305,6,1,2,4,2,2,24,16,61,46560
Lincoln,1,305,6,1,2,4,2,2,24,16,61,49515
Lincoln,0,,6,1,2,4,2,2,25,17,61,55915
Lincoln,0,,6,1,1,4,2,2,27,18,61,62915
Lincoln,0,,6,1,1,4,2,2,27,18,61,53915
Lincoln,0,,6,1,2,4,2,2,25,17,61,64915
Lincoln,1,305,6,1,1,4,2,2,26,17,61,47515
Ford,1,195,6,0,1,4,1,2,26,17,5657,2655
Ford,1,200,6,0,1,4,1,2,26,17,5657,2702
Ford,1,200,6,0,1,4,1,2,27,18,5657,2937
Ford,1,125,4,0,1,4,1,2,32,21,5657,2000
Ford,1,125,4,0,1,4,1,2,32,21,5657,2000
Ford,1,125,4,0,1,4,1,2,32,21,5657,2000
Ford,1,125,4,0,1,4,1,2,32,21,5657,2000
Ford,1,125,4,0,1,4,1,2,31,21,5657,2000
Ford,1,125,4,0,1,4,1,2,31,21,5657,2000
Ford,1,170,6,0,1,4,1,2,27,18,5657,2000
Ford,1,125,4,0,1,4,1,2,31,21,5657,2079
Rolls-Royce,0,325,8,1,0,2,2,1,15,10,86,359990
11,1,137,4,0,1,4,0,4,35,27,2031,18750
11,1,137,4,1,1,4,0,4,36,28,2031,19490
11,1,140,4,1,1,4,0,2,42,30,2031,18965
11,1,132,4,1,1,4,0,2,38,29,2031,18965
11,1,140,4,1,1,4,0,2,40,30,2031,19665
11,1,132,4,1,1,4,0,2,37,29,2031,19895
11,1,132,4,1,1,4,0,2,36,27,2031,17550
11,1,132,4,0,1,4,0,2,37,28,2031,16950
11,1,132,4,0,1,4,0,2,37,28,2031,21495
11,1,132,4,1,1,4,0,2,38,29,2031,22025
11,1,132,4,1,1,4,0,2,37,29,2031,22955
11,1,132,4,1,1,4,0,2,37,29,2031,19195
11,1,140,4,1,1,4,0,2,40,30,2031,22725
11,1,132,4,1,1,4,0,2,38,29,2031,18565
11,1,140,4,1,1,4,0,2,42,30,2031,19135
11,1,132,4,1,1,4,0,2,38,29,2031,19135
11,1,132,4,1,1,4,0,2,37,29,2031,20065
11,1,132,4,0,1,4,0,2,37,28,2031,17300
11,1,132,4,1,1,4,0,2,37,29,2031,23125
11,1,132,4,0,1,4,0,2,37,28,2031,21665
11,1,132,4,1,1,4,0,2,38,29,2031,22195
11,1,140,4,1,1,4,0,2,40,30,2031,19835
11,1,132,4,1,1,4,0,2,37,29,2031,20635
11,1,140,4,1,1,4,0,2,40,30,2031,22895
11,1,132,4,1,1,4,0,2,36,27,2031,17900
11,1,132,4,1,1,4,0,2,38,29,2031,18735
11,1,132,4,1,1,4,0,2,37,29,2031,19365
11,1,132,4,1,1,4,0,2,35,28,2031,22680
11,1,140,4,1,1,4,0,2,40,30,2031,21300
11,1,132,4,1,1,4,0,2,36,28,2031,18500
11,1,132,4,0,1,4,0,2,35,27,2031,21665
11,1,140,4,1,1,4,0,2,40,30,2031,19335
11,1,132,4,1,1,4,0,2,35,28,2031,21900
11,1,132,4,1,1,4,0,2,36,28,2031,21825
11,1,132,4,1,1,4,0,2,36,28,2031,18935
11,1,132,4,1,1,4,0,2,35,28,2031,20445
Volkswagen,1,158,4,0,1,2,0,5,26,18,873,2000
Volkswagen,1,178,6,0,1,2,0,5,23,16,873,2000
Volkswagen,1,178,6,0,1,2,0,5,23,16,873,2000
Volkswagen,1,178,6,0,1,2,0,5,22,16,873,2000
Chevrolet,1,120,4,1,1,4,0,2,28,22,1385,2000
Chevrolet,1,120,4,1,1,4,0,2,29,21,1385,2000
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,53000
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,57000
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,62000
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,58000
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,68160
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,64160
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,83000
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,63160
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,64000
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,55000
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,87650
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,73450
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,64450
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,69450
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,60000
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,59000
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,82270
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,86270
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,91650
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,79000
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,68450
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,59160
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,88345
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,79400
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,70145
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,65145
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,83400
Chevrolet,0,650,8,0,0,2,0,0,22,15,1385,82965
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,68855
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,59855
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,64400
Chevrolet,0,460,8,0,0,2,0,1,29,17,1385,74145
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,63855
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,86965
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,59400
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,92345
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,60400
Chevrolet,0,460,8,0,0,2,0,0,29,17,1385,64855
Chevrolet,0,455,8,0,0,2,0,1,29,17,1385,69145
Chevrolet,0,455,8,0,0,2,0,0,29,17,1385,55400
Chevrolet,0,650,8,0,0,2,0,1,22,15,1385,87015
